hospital_id,n_landmarks,n_patienthealthsystemstayid_clusters,calibration_in_the_large,calibration_in_the_large_ci_low,calibration_in_the_large_ci_high,calibration_intercept,calibration_intercept_ci_low,calibration_intercept_ci_high,calibration_slope,calibration_slope_ci_low,calibration_slope_ci_high,calibration_in_the_large_se,calibration_slope_se,log_calibration_slope,log_calibration_slope_se
79,15267,986,-0.09910662954614122,-0.35975293110026085,0.1615396720079784,0.13522830135218644,-0.4256188317479519,0.6960754344523248,1.0807703666524924,0.9156775705297968,1.245863162775188,0.13298280691536715,0.08423101842994672,0.07767408931285441,0.0779360917257922
140,5876,404,-0.2287142934768887,-0.711469063586968,0.25404047663319057,0.5222753769453192,-0.5749101621933674,1.6194609160840059,1.2294093653261082,0.9569818195792881,1.5018369110729284,0.24630345413779556,0.13899364578919396,0.20653386326402468,0.11305725310814194
141,21148,1193,-0.7354131090646286,-1.1005364659280572,-0.3702897522012001,-0.013608011279307216,-0.8922659681660364,0.865049945607422,1.2090980058848118,0.9560105221334348,1.4621854896361888,0.18628742697113704,0.1291262672200903,0.1898746319409036,0.10679553401925955
142,17446,1028,0.24814998429385443,0.0012477692563208354,0.495052199331388,1.5262767878917887,0.7956911324446583,2.2568624433389193,1.3629713372462244,1.1570651168938588,1.56887755759859,0.12597051787629263,0.1050541940573294,0.30966712332689983,0.07707733184586484
144,8835,597,-0.021003741758787924,-0.43605736470361706,0.3940498811860412,1.1186128548019263,0.04899284279212668,2.1882328668117257,1.33006470189544,1.0567700338779034,1.6033593699129765,0.211762052522872,0.13943605511098803,0.2852275890920689,0.10483403921048458
146,14449,810,0.6748417435568413,0.4556693600920785,0.8940141270216042,1.3167501757935034,0.7844517766950921,1.8490485748919148,1.1893838368322625,1.0362785603235172,1.3424891133410077,0.11182264462487901,0.0781149369942578,0.17343538885235224,0.06567681061002535
148,22360,1328,0.046779331981192274,-0.1928724082973119,0.28643107225969644,0.8712054738795542,0.15303739171865738,1.589373556040451,1.2348352226176884,1.0324607754533515,1.4372096697820254,0.12227129606046132,0.1032522689613964,0.21093753819667388,0.08361623240914294
152,11673,881,1.2975231121320583,1.0995968100081763,1.4954494142559402,1.5985878726748746,0.9961784211345723,2.2009973242151766,1.0817826976863814,0.933833556214928,1.2297318391578347,0.10098280720606223,0.07548425585278232,0.07861032632319956,0.06977765129191028
154,12575,838,0.5389989288746894,0.30185021352286656,0.7761476442265122,0.923259989744827,0.2817033765199237,1.5648166029697304,1.113036765031753,0.9320051789016364,1.2940683511618696,0.12099424252644021,0.09236305414801868,0.1070921041213936,0.08298293196575922
155,7999,411,-0.249414425867385,-0.6907188840218794,0.19189003228710938,0.20695147538431885,-0.7702410386448431,1.1841439894134809,1.1431164083328298,0.8545457050691012,1.4316871115965584,0.22515533579310937,0.1472299506447595,0.13375822418752442,0.12879698827828567
157,14297,874,0.10340731528407379,-0.14883605682856246,0.35565068739671,1.362494142640475,0.7184781928853792,2.0065100923955708,1.4158199032450298,1.2056117786020715,1.6260280278879882,0.12869559801665115,0.10724904318518283,0.34770880020872996,0.07575048418190071
165,21953,1385,0.06568715496901764,-0.17476998120279874,0.306144291140834,0.8412575985085439,0.14195003437337073,1.5405651626437171,1.2300373622935277,1.0231616878697878,1.4369130367172676,0.12268221233255938,0.10554881348149994,0.20704454477138587,0.08580943694644659
167,45009,2684,-0.05591321615178024,-0.2286025572924577,0.11677612498889722,0.23981152774346634,-0.22099496556251977,0.7006180210494525,1.0888866728571227,0.9626544075314193,1.215118938182826,0.08810680670442728,0.06440421700290988,0.08515577320702213,0.05914685027223271
171,21601,1132,-0.3545313555503997,-0.6644913194262585,-0.044571391674540994,0.23012364086577317,-0.64537380539732,1.1056210871288663,1.1721686660657316,0.9383419811715488,1.4059953509599143,0.15814283871217286,0.11929932902764429,0.15885559382570308,0.10177658939481868
176,31851,1931,0.11757500981199719,-0.07819073694190355,0.31334075656589794,1.2489856117657896,0.6602905934816634,1.8376806300499158,1.3315814407216875,1.1629326163992182,1.5002302650441568,0.09988048303770446,0.0860453185318721,0.28636728904401865,0.06461889291971316
180,5134,299,0.3352985081884885,-0.13176797223309789,0.8023649886100749,1.929749117244198,0.5442989758892909,3.3151992585991055,1.4445182903318072,1.0401530302812916,1.8488835503823229,0.238299224704891,0.20630880614822228,0.3677759028943929,0.14282187185101888
181,10889,699,-0.08957447470691927,-0.4163120610219599,0.23716311160812137,0.4939778413099686,-0.22316744117629828,1.2111231237962354,1.1823696619811637,0.9766910490085868,1.3880482749537406,0.16670285016073502,0.10493806784315148,0.16752061288293574,0.08875233458486965
183,26390,1367,-0.3786138321182383,-0.6231519102289987,-0.13407575400747787,0.28890483304595765,-0.5132363654652174,1.0910460315571329,1.1982617461158387,0.9602216927041823,1.4363017995274951,0.12476432556671452,0.12144900684268184,0.18087196173506415,0.10135432198879617
184,11251,666,0.24124065894450136,-0.06660273554996643,0.5490840534389692,1.7607579386565937,0.9309879794135285,2.590527897899659,1.4566513892574313,1.2173871444111368,1.6959156341037258,0.15706295637472847,0.12207359430933393,0.3761402324604302,0.08380426175377785
188,39561,2421,0.002572286029087981,-0.16970272538892534,0.1748472974471013,0.6934555675109997,0.26666765432478023,1.1202434806972192,1.2149913509467696,1.0888017714825293,1.3411809304110098,0.08789541398878231,0.0643824385021634,0.19473695820484513,0.05299003853154513
199,45868,2179,-0.09949880244981987,-0.26818308160572046,0.06918547670608075,0.4890253336013948,0.04735081202382696,0.9306998551789626,1.183794074188163,1.0537941599561087,1.3137939884202172,0.08606340773260236,0.06632648685308891,0.16872459750774604,0.056028737006962225
202,8610,590,0.2115189329306446,-0.09212668893293152,0.5151645547942207,0.6609852952903157,-0.015391301313142258,1.3373618918937735,1.1416927602283455,0.933985199968854,1.349400320487837,0.15492123564468172,0.10597324503035284,0.13251203845935522,0.09282115882836775
206,9373,571,-0.11680314011480947,-0.44250650850750484,0.2089002282778859,-0.19314917606378573,-0.8439787940074728,0.45768044187990126,0.9734910990092075,0.7807380347756846,1.1662441632427305,0.16617518795545683,0.09834340011914436,-0.026866597499605238,0.10102136549500614
243,51273,3003,-0.09732739841807911,-0.2702778709259076,0.07562307408974941,0.6443635636367228,0.23132553191504612,1.0574015953583995,1.2182573252089823,1.1062223258853245,1.3302923245326401,0.08824003699379006,0.05716071394064173,0.19742141561811266,0.04692006586608151
244,15938,972,-0.5902246093498319,-0.9881299602270095,-0.19231925847265435,0.41283309915572275,-0.5049881774773937,1.3306543757888392,1.3166540393080872,1.0447993071761033,1.5885087714400712,0.203012934121009,0.13870139394488978,0.2750936998000115,0.10534384113368044
248,21186,1302,-0.4124384510751521,-0.6974656858209405,-0.12741121632936364,-0.16099644753796116,-0.8443195849827079,0.5223266899067855,1.0793229715459072,0.8876892831245229,1.2709566599672915,0.14542205854376958,0.09777229001091035,0.0763339663676018,0.09058668497611215
252,41941,2487,-0.5440063226662708,-0.7441523252168778,-0.34386032011566386,-0.2599640289544086,-0.7134036088075764,0.19347555089875906,1.094936539564761,0.9651226463914647,1.2247504327380574,0.10211530742377907,0.066231578149641,0.0906964068536455,0.06048896511935582
254,7615,371,-0.4779762645027612,-0.9636135505165035,0.007661021510981081,1.19213255969275,0.14527893473490172,2.238986184650598,1.5368511187241234,1.2380007231288375,1.8357015143194093,0.24777412551721548,0.15247469163024793,0.42973559501382796,0.09921240240683217
256,9062,586,0.6242402246965273,0.30128471410428254,0.9471957352887721,1.1358619805638448,0.31717596366664313,1.9545479974610465,1.1368519702117974,0.9424207750231002,1.3312831654004946,0.1647732196899208,0.09919958938198838,0.12826301298714765,0.08725814088487469
259,6689,419,0.19684276628253938,-0.11447693639724699,0.5081624689623258,0.2371896021729839,-0.4151973136888498,0.8895765180348176,1.0142146729058246,0.8068424576620186,1.2215868881496306,0.158836582999891,0.1058021506345949,0.014114591741910893,0.1043192861048454
264,74190,4206,-0.3742811907613299,-0.5206067657698402,-0.22795561575281953,0.14304188549782218,-0.22034103238384564,0.50642480337949,1.1674073584093028,1.055670703344358,1.2791440134742476,0.07465590561658692,0.05700849748211469,0.15478535701362173,0.048833423116155336
268,7423,452,-0.10618019751530372,-0.4859894734804923,0.2736290784498849,1.1265810310842534,0.2568535257227348,1.9963085364457722,1.391434083407633,1.1188798642991158,1.6639883025161504,0.19378024283938194,0.13905827505536597,0.33033492997254,0.09993881615635802
269,9471,585,-0.037898593000326754,-0.39493797920126256,0.319140793200609,2.055615036231712,1.1914362272470291,2.9197938452163945,1.6556542121847222,1.3859491570586768,1.9253592673107676,0.18216295214333458,0.13760461996226805,0.5041962250922227,0.08311193179685242
271,11403,751,-0.13703844101127216,-0.489334200676551,0.21525731865400666,0.44168720317587373,-0.4734560059258821,1.3568304122776296,1.1736999318642558,0.9048454279534737,1.442554435775038,0.17974273452310144,0.13717066526060315,0.16016109407184423,0.1168703018008419
272,15997,942,-0.7122680383990575,-1.107255097604062,-0.31728097919405285,1.5480772605401953,0.6524334658248914,2.4437210552554993,1.7334549034135096,1.4643346997490263,2.002575107077993,0.20152400979847174,0.13730622635943027,0.5501164710445338,0.0792095751029044
275,6614,448,-0.10375610228384871,-0.5270764557206439,0.3195642511529465,0.5955052885562616,-0.35412765111960154,1.5451382282321249,1.2186140832734038,0.9281972554256084,1.5090309111211992,0.2159797721616302,0.1481718509427528,0.19771421569425002,0.12159046327836463
277,19499,1179,-0.5493418099193468,-0.8336423692873018,-0.2650412505513917,0.14105521611782107,-0.45966979636877353,0.7417802286044157,1.2336348126451704,1.0423533807514955,1.4249162445388452,0.14505130579997708,0.09759256729269125,0.20996494379609693,0.07910977081088724
280,14833,854,-0.4436783891090156,-0.784265203428818,-0.10309157478921316,0.6969205385070804,-0.12441750263448215,1.5182585796486427,1.3631043352081211,1.094263145672746,1.6319455247434962,0.17376878281622574,0.13716387221192605,0.30976469799318374,0.10062609931541568
281,33838,1932,0.038448847746184234,-0.16616643538615342,0.24306413087852188,0.7684297735359708,0.19653629948612938,1.340323247585812,1.2064763100091633,1.05187189462474,1.3610807253935866,0.10439555261853962,0.07887980376756289,0.187703970589025,0.06538031713773458
282,10986,737,-0.28480687870004273,-0.7069985633771887,0.13738480597710317,0.9109657005257848,-0.23700757045805487,2.0589389715096247,1.323616110390976,1.0049607042058204,1.6422715165761317,0.2154039207536459,0.16257928886997738,0.2803674686374958,0.12282963889125975
283,27808,1646,0.03422127069210409,-0.18087608654520462,0.2493186279294128,0.6951901679470477,0.13114368214267913,1.2592366537514161,1.1887456523628237,1.039905367836039,1.3375859368896084,0.1097435496108718,0.07593892067693095,0.17289867755243532,0.06388155491966688
300,45107,2778,0.01012680444281303,-0.14597262653016904,0.1662262354157951,0.4727712749918982,0.08539882992883185,0.8601437200549645,1.145637701417116,1.0324777292494087,1.2587976735848232,0.07964256682295004,0.05773467967740165,0.13596142643929068,0.050395233681630555
301,11033,756,0.31926997370964066,0.03566194397816436,0.602878003441117,0.953087630423478,0.1789905975337336,1.7271846633132224,1.1897787632803118,0.9898233884605108,1.389734138100113,0.14469797435279405,0.10201804837744953,0.173767376629613,0.08574539361938004
